group,uid,dwt,V_actual,Lambda,lt_home,lt_best_working,Delta_nats,share_nonwork_mass,W1_eur,W4_eur,W1_workingonly_eur,W6_eur,W1_closed_form_eur,W4_closed_form_eur
singles_male,100000054600,1492.258,6.688664659815514,5.839949252092567,2.494752937454657,2.4851814941551993,-3.34519631463791,0.07515650835387991,4742.133352346609,126357.08305662662,4857.024536237626,138470.16843384947,4742.133352346764,126357.08305662662
singles_male,100000057300,2333.426,5.927949529615071,6.025863741555582,2.494752937454657,2.4877884923344635,-3.5311108041009245,0.10412475041325005,1845.1117275627014,60326.38115211691,1929.7455939151125,66143.51700783963,1845.1117275626002,60326.38115211691
singles_male,100000059200,1625.367,6.382313682517505,6.430974604972431,3.3327958639850435,3.3127245506858136,-3.0981787409873878,0.18794139486751124,1938.3178369604736,41483.35962334047,2137.7554683677954,46870.4072832492,1938.3178369605366,41483.35962334047
singles_male,100000059600,2126.689,5.961174738982556,6.526735989349144,3.069052907592607,3.0576279092847116,-3.4576830817565374,0.08450007076072844,1154.5529947692985,35565.0395609227,1248.8089836809754,39816.596248023954,1154.5529947693753,35565.0395609227
singles_male,100000060100,3032.566,5.299653398227391,5.7678726074481945,2.494752937454656,2.4875934965075874,-3.2731196699935383,0.09499663150567508,1273.0788217718568,32654.59024931491,1359.4963312563523,35818.76824286555,1273.0788217717986,32654.59024931491
singles_male,100000060900,1407.265,5.889009961820888,6.4705043115625225,2.594254740202433,2.584997656315231,-3.8762495713600895,0.28552261684471786,1136.2241023996987,52708.19199955942,1421.6055188963294,58002.329903409445,1136.2241023998115,52708.19199955942
singles_male,100000064300,4057.239,4.789915018420261,5.296340450249409,2.238276033759514,2.232110033615916,-3.0580644164898954,0.12685431909664965,1225.1831477786636,25476.68585927339,1348.9805912878237,27692.332797943494,1225.1831477787396,25476.68585927339
singles_male,100000067400,3171.808,5.339158457076937,5.677624405868841,2.2926603732288244,2.2764515082849153,-3.384964032640017,0.08683346848238974,1450.037581336348,41361.100594164076,1550.9317988509588,45032.750398725286,1450.0375813363034,41361.100594164076
singles_male,100000069100,1967.555,6.483928393845159,6.532547392027058,3.4287445864506476,3.416911953098033,-3.1038028055764104,0.06507390404313895,1938.3991312072221,41713.72528272054,2024.2639642067393,47289.55291362923,1938.3991312071505,41713.72528272054
singles_male,100000069700,1897.619,6.424151385133121,6.402756055443693,2.989172992463253,2.974246461349098,-3.4135830629804405,0.05404925798433752,2078.9937392138845,60431.23439321634,2153.1746944262823,67434.18317706516,2078.993739213821,60431.23439321634
singles_male,100000074300,2753.189,5.613012202131373,6.149197032758479,2.420138251529044,2.4131581708696426,-3.7290587812294347,0.021665625917283222,1189.1192016927419,47719.24965776653,1199.38645171838,52189.334752039416,1189.1192016926846,47719.24965776653
singles_male,100000075800,1432.034,5.129781956266872,5.292296225988234,2.2396683984151844,2.212966568484136,-3.0526278275730494,0.11194228953738676,1729.5753924270534,35495.215732521254,1921.3858206486107,38576.01722137278,1729.5753924269995,35495.215732521254
singles_male,100000076900,6600.734,4.454627664430363,4.738328649426445,2.494752937454657,2.4871424144832055,-2.243575711971788,0.09286182358263598,1531.8618596289552,14238.478820990475,1655.526058982878,15627.282257194944,1531.861859628946,14238.478820990475
singles_male,100000077400,5882.67,5.274269784388548,5.420777564477418,2.277215579577415,2.2686610174727404,-3.143561984900003,0.17120536143566004,1757.5155654302812,39409.395635316796,1934.3631681236957,42885.216403114086,1757.515565430324,39409.395635316796
singles_male,100000078800,3518.306,5.555055758755224,5.428894427234916,2.3439557539678533,2.326532290965112,-3.084938673267063,0.21425871752582346,2308.484943263097,48575.97123634218,2511.0075717489544,52980.37119812668,2308.4849432631545,48575.97123634218
